Country Name,2019
Aruba,31135.8843563332
Africa Eastern and Southern,1511.30925874722
Afghanistan,494.179349886029
Africa Western and Central,1777.85282247276
Angola,2177.79901475964
Albania,5396.21586434732
Andorra,40898.4179063904
Arab World,6562.96999763297
United Arab Emirates,42701.4430454782
Argentina,10076.3552409481
Armenia,4604.64632355695
American Samoa,11715.3601388487
Antigua and Barbuda,17376.6496765004
Australia,54875.2859563351
Austria,50114.4011099728
Azerbaijan,4805.75371765917
Burundi,223.862875707709
Belgium,46599.1113350938
Benin,1219.51550596905
Burkina Faso,796.115206827676
Bangladesh,2154.22681857606
Bulgaria,9879.26853313318
Bahrain,23552.3799480773
"Bahamas, The",33872.3343072665
Bosnia and Herzegovina,6119.76235142981
Belarus,6837.71782606351
Belize,4983.33611435869
Bermuda,116153.166121638
Bolivia,3552.06814383653
Brazil,8876.05983587779
Barbados,18480.0565925601
Brunei Darussalam,31085.9619255901
Bhutan,3322.86332883678
Botswana,7247.42947645351
Central African Republic,468.117514792315
Canada,46328.6718408497
Central Europe and the Baltics,16346.5618056396
Switzerland,85334.5194620909
Channel Islands,
Chile,14699.4627808048
China,10143.8381955595
Cote d'Ivoire,2276.3323939018
Cameroon,1533.09568807789
"Congo, Dem. Rep.",596.56057010511
"Congo, Rep.",2369.72944099031
Colombia,6418.61578254492
Comoros,1404.43318720472
Cabo Verde,3603.77524058462
Costa Rica,12762.1380073688
Caribbean small states,10406.6707101531
Cuba,9125.8786794952
Curacao,19024.1772302171
Cayman Islands,91513.042673381
Cyprus,29206.076171875
Czechia,23660.1488068317
Germany,46794.8992915603
Djibouti,3172.75068492992
Dominica,8516.28003895161
Denmark,59775.7350964515
Dominican Republic,8282.11713050921
Algeria,3989.66827645236
East Asia & Pacific (excluding high income),8177.83799959088
Early-demographic dividend,3538.83341305865
East Asia & Pacific,11494.0915299335
Europe & Central Asia (excluding high income),8136.75183449526
Europe & Central Asia,24914.603370603
Ecuador,6222.52465327248
"Egypt, Arab Rep.",3019.09228346646
Euro area,39195.7748274703
Eritrea,
Spain,29554.4905170087
Estonia,23397.8782560944
Ethiopia,855.760885186903
European Union,35089.2827874493
Fragile and conflict affected situations,1905.70041785845
Finland,48628.641762105
Fiji,6175.8906526556
France,40578.6442850534
Faroe Islands,67153.6819379166
"Micronesia, Fed. Sts.",3624.24909158279
Gabon,7766.99655422948
United Kingdom,43070.4983595888
Georgia,4696.15058555612
Ghana,2246.62557816432
Gibraltar,
Guinea,1052.58809075877
"Gambia, The",772.505588308894
Guinea-Bissau,749.453747028806
Equatorial Guinea,8380.74112238766
Greece,19133.7577636254
Grenada,10834.495680302
Greenland,53256.2440862119
Guatemala,4638.63494319511
Guam,38040.5869870588
Guyana,6609.51127954588
High income,44774.7750215677
"Hong Kong SAR, China",48356.0635043614
Honduras,2574.35675105143
Heavily indebted poor countries (HIPC),994.898280933316
Croatia,15311.766903695
Haiti,1312.77063606676
Hungary,16735.6597794761
IBRD only,6473.78255095794
IDA & IBRD total,5168.83751705254
IDA total,1399.11567047963
IDA blend,1852.21911592021
Indonesia,4135.23334351202
IDA only,1169.69952976992
Isle of Man,86481.5525905339
India,2072.24489735041
Not classified,
Ireland,80886.6157387104
"Iran, Islamic Rep.",3514.0421682578
Iraq,5943.45845510233
Iceland,68941.4622272394
Israel,43951.2477305677
Italy,33673.4754474483
Jamaica,5369.4983713849
Jordan,4405.48710929391
Japan,40458.0018755824
Kazakhstan,9812.5958082732
Kenya,1909.30453654793
Kyrgyz Republic,1374.03210467421
Cambodia,1643.12138876539
Kiribati,1512.95276955828
St. Kitts and Nevis,22047.8830270631
"Korea, Rep.",31902.4169048194
Kuwait,32373.2511149607
Latin America & Caribbean (excluding high income),8165.36056490621
Lao PDR,2613.94442676868
Lebanon,7527.44305969499
Liberia,672.340499220841
Libya,10218.0430276718
St. Lucia,11591.0804351768
Latin America & Caribbean,8699.46071747298
Least developed countries: UN classification,1105.71706494846
Low income,720.474279044071
Liechtenstein,169049.156850326
Sri Lanka,3848.21237640698
Lower middle income,2411.33492174599
Low & middle income,4993.61938118882
Lesotho,1153.38805839164
Late-demographic dividend,9974.50591546198
Lithuania,19575.768481407
Luxembourg,113218.713349678
Latvia,17926.841589919
"Macao SAR, China",86197.3656943949
St. Martin (French part),
Morocco,3235.00073242188
Monaco,189487.14712838
Moldova,4492.10574015947
Madagascar,526.224572187601
Maldives,10561.6135113508
Middle East & North Africa,7587.35559592308
Mexico,9950.2176218348
Marshall Islands,4073.10982973584
Middle income,5487.84405800544
North Macedonia,6070.38805358275
Mali,879.043167526284
Malta,31185.6496235309
Myanmar,1271.11153579726
Middle East & North Africa (excluding high income),3574.16267374159
Montenegro,8909.89015110329
Mongolia,4404.84583020208
Northern Mariana Islands,20659.6402915421
Mozambique,506.817139131225
Mauritania,1743.30131716071
Mauritius,11097.168977137
Malawi,591.847083709889
Malaysia,11432.8260346567
North America,63175.7401302278
Namibia,5028.29534239511
New Caledonia,34788.5403146811
Niger,554.099389259855
Nigeria,2229.8586518613
Nicaragua,1924.4718155705
Netherlands,52476.2732533327
Norway,75719.7528965342
Nepal,1194.95723579184
Nauru,11029.7355824213
New Zealand,42865.233643554
OECD members,39478.3119684814
Oman,17700.7034900714
Other small states,13799.2955301837
Pakistan,1481.81386417347
Panama,15774.2549523836
Peru,7023.07752627143
Philippines,3485.34084390091
Palau,15232.4870840509
Papua New Guinea,2820.30639749593
Poland,15732.2031311754
Pre-demographic dividend,1474.82382199805
Puerto Rico,32850.5486123592
"Korea, Dem. People's Rep.",
Portugal,23330.817288932
Paraguay,5383.57442150776
West Bank and Gaza,3656.85827137011
Pacific island small states,4271.58376628044
Post-demographic dividend,45728.10122651
French Polynesia,21512.2732970947
Qatar,62087.9741348946
Romania,12899.3461112897
Russian Federation,11536.2509765625
Rwanda,820.177239282094
South Asia,1987.5683404338
Saudi Arabia,23450.5620241541
Sudan,755.328979492188
Senegal,1435.83036653076
Singapore,65831.1894308765
Solomon Islands,2344.04897615315
Sierra Leone,521.754836722241
El Salvador,4167.73093878563
San Marino,47727.1348939463
Somalia,419.39480767899
Serbia,7417.20364852201
Sub-Saharan Africa (excluding high income),1617.54193226682
South Sudan,
Sub-Saharan Africa,1618.92077064802
Small states,12615.1325542735
Sao Tome and Principe,1987.57970166818
Suriname,6853.69341077988
Slovak Republic,19303.5456581383
Slovenia,25942.9547741436
Sweden,51939.4297445291
Eswatini,3889.85122575483
Sint Maarten (Dutch part),
Seychelles,17252.0207802609
Syrian Arab Republic,
Turks and Caicos Islands,31350.8666282662
Chad,709.54004317463
East Asia & Pacific (IDA & IBRD countries),8268.3757181668
Europe & Central Asia (IDA & IBRD countries),9026.08064607303
Togo,893.352454121675
Thailand,7814.38443127242
Tajikistan,890.544402355733
Turkmenistan,7612.03518009452
Latin America & the Caribbean (IDA & IBRD countries),8519.25442463844
Timor-Leste,1583.71357646622
Middle East & North Africa (IDA & IBRD countries),3573.15570230824
Tonga,4903.01213835449
South Asia (IDA & IBRD),1987.5683404338
Sub-Saharan Africa (IDA & IBRD countries),1618.92077064803
Trinidad and Tobago,17123.1162867028
Tunisia,3571.94504797154
Turkiye,9121.51516673708
Tuvalu,4652.35084630288
Tanzania,1085.88488769531
Uganda,798.585734133959
Ukraine,3661.45629882813
Upper middle income,9548.20023835792
Uruguay,17688.01500769
United States,65094.7994287929
Uzbekistan,1784.00981608195
St. Vincent and the Grenadines,8229.72248613756
"Venezuela, RB",
British Virgin Islands,
Virgin Islands (U.S.),38596.0307118282
Vietnam,3425.08925344793
Vanuatu,3122.98259856381
World,11407.4793339488
Samoa,4322.86841572276
Kosovo,4416.10835754636
"Yemen, Rep.",750.554583376727
South Africa,6624.76186493309
Zambia,1305.00103080403
Zimbabwe,1316.74065692871
